experiment_id,provider,model,args,timestamp,turns_played,score
8,google,gemini-1.5-flash,{'cot': 1},2025-02-16T20:15:29.791984,3,0
8,google,gemini-1.5-flash,{'cot': 1},2025-02-16T20:15:42.475968,3,0
8,google,gemini-1.5-flash,{'cot': 1},2025-02-16T20:15:53.739902,3,0
8,google,gemini-1.5-flash,{'cot': 1},2025-02-16T20:16:06.130639,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:07.991252,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:09.407564,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:11.455100,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:13.194049,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:15.037258,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:16.677494,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:18.418374,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:20.466552,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:22.411992,3,0
9,google,gemini-1.5-flash-8b,{'cot': 0},2025-02-16T20:16:24.357557,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:16:34.127166,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:16:42.122908,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:16:51.903283,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:16:59.992777,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:17:09.516221,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:17:20.113009,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:17:29.629628,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:17:40.338363,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:17:52.011708,3,0
10,google,gemini-1.5-flash-8b,{'cot': 1},2025-02-16T20:18:00.511232,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:02.354113,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:04.274542,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:05.938108,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:07.576690,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:09.417937,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:11.261045,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:13.001811,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:14.847062,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:16.690147,3,0
11,google,gemini-1.5-pro,{'cot': 0},2025-02-16T20:18:18.430930,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:18:44.643795,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:19:15.775186,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:19:36.465732,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:19:57.144440,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:20:21.003811,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:20:51.623469,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:21:17.295082,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:21:39.544870,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:22:02.584721,3,0
12,google,gemini-1.5-pro,{'cot': 1},2025-02-16T20:22:29.720954,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:23:13.548746,4,1
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:23:34.203547,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:24:34.137727,5,1
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:25:09.862649,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:25:58.617768,4,1
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:26:34.457954,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:27:10.400602,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:27:46.855070,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:28:21.978363,3,0
13,anthropic,claude-3-sonnet-20240229,{'cot': 0},2025-02-16T20:28:57.920948,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:30:34.382309,4,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:31:45.758049,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:33:22.323173,4,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:34:34.015112,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:35:47.417464,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:36:58.278799,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:38:10.264925,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:39:46.314889,4,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:40:57.893547,3,0
14,anthropic,claude-3-sonnet-20240229,{'cot': 1},2025-02-16T20:42:10.594735,3,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:42:17.467080,3,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:43:01.692825,6,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:43:48.796427,4,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:44:38.664380,4,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:45:13.070699,3,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:45:50.649026,3,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:46:37.447934,4,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:47:13.185247,3,0
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:48:25.888608,6,1
15,anthropic,claude-3-5-sonnet-20241022,{'cot': 0},2025-02-16T20:49:49.037500,7,0
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T20:53:00.935094,8,1
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:00:21.050203,18,2
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:03:25.097268,8,1
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:05:49.037922,6,0
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:11:06.320183,13,3
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:13:00.881521,5,0
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:23:56.073529,23,2
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:26:57.840297,9,0
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:28:09.727066,3,0
16,anthropic,claude-3-5-sonnet-20241022,{'cot': 1},2025-02-16T21:33:01.192435,12,4
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:33:05.569748,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:33:15.705700,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:33:52.469834,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:34:26.980204,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:35:04.049823,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:35:40.095327,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:36:15.833910,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:36:51.060319,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:37:27.820491,3,0
17,anthropic,claude-3-5-haiku-20241022,{'cot': 0},2025-02-16T21:38:04.380440,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:39:15.242702,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:40:27.605588,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:42:02.977776,4,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:43:15.374671,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:44:26.955650,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:45:39.352174,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:46:52.576197,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:48:03.675609,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:49:15.754828,3,0
18,anthropic,claude-3-5-haiku-20241022,{'cot': 1},2025-02-16T21:50:27.410187,3,0
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:50:32.121966,4,1
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:51:05.416724,4,1
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:51:53.482475,4,1
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:52:41.328364,4,1
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:53:29.682771,4,1
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:54:17.100805,4,1
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:54:53.145696,3,0
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:55:28.883808,3,0
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:56:05.236870,3,0
19,anthropic,claude-3-haiku-20240307,{'cot': 0},2025-02-16T21:56:41.589388,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T21:57:53.396973,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T21:59:05.566943,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:00:17.248141,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:01:29.116737,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:02:40.828308,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:03:52.966731,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:05:05.025570,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:06:17.279909,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:07:05.769779,3,0
20,anthropic,claude-3-haiku-20240307,{'cot': 1},2025-02-16T22:08:41.607527,4,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:14.658051,3,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:16.603503,3,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:19.060928,3,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:21.109095,3,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:23.360159,3,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:25.922044,4,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:28.072532,3,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:30.939834,4,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:33.602183,4,0
21,openai,gpt-4o-2024-08-06,{'cot': 0},2025-02-16T23:03:37.288715,3,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:04:26.717665,6,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:05:27.597451,7,1
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:05:51.229221,3,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:06:19.901813,3,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:06:43.654445,3,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:07:09.566161,3,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:08:00.159419,6,1
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:08:25.956611,3,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:09:11.018078,5,0
22,openai,gpt-4o-2024-08-06,{'cot': 1},2025-02-16T23:09:43.986411,4,0
23,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:53:15.249152,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:53:30.500129,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:53:38.906885,5,2
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:53:42.812492,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:53:49.661233,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:54:10.660993,4,1
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:54:27.441597,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:54:43.014900,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:55:06.173515,4,1
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:55:23.355076,3,0
24,groq,gemma2-9b-it,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T10:55:37.687638,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:00:56.528311,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:01:08.334828,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:01:47.435046,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:02:41.929020,4,1
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:03:37.341117,4,1
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:04:30.991941,4,1
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:05:10.945682,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:05:49.455733,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:06:28.174044,3,0
25,groq,llama3-70b-8192,"{'cot': 0, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:07:58.940789,6,3
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:12:49.411491,4,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:14:36.401830,3,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:16:25.976131,3,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:18:06.755268,3,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:21:22.933777,5,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:23:02.781252,3,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:26:16.159949,5,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:28:04.947529,3,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:29:48.980075,3,0
26,groq,llama3-70b-8192,"{'cot': 1, 'base_url': 'https://api.groq.com/openai/v1'}",2025-02-17T11:31:34.252633,3,0
27,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:46:53.809575,8,1
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:50:36.965169,18,1
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:51:59.895935,9,1
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:53:36.288237,14,2
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:54:47.515952,9,2
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:56:27.062641,13,0
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:58:02.284580,15,4
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T11:59:54.918188,10,0
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T12:01:36.411356,15,2
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T12:02:04.989714,5,0
28,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'low'}",2025-02-17T12:02:53.539300,7,1
29,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'medium'}",2025-02-17T12:10:35.348405,13,2
29,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'medium'}",2025-02-17T12:29:37.093532,36,4
29,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'medium'}",2025-02-17T12:48:04.790538,49,3
29,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'medium'}",2025-02-17T13:12:37.525090,64,3
29,openai,o3-mini-2025-01-31,"{'cot': 0, 'reasoning_effort': 'medium'}",2025-02-17T13:37:07.632700,65,2
